mixture,model_i,model_j,fixed_contrast,robust_lower,robust_upper,stable_order
source_mix,claude-opus-4-20250514,gemini-2.5-pro,-1.0049898683573861,-1.1110229881268248,-0.9414327486104671,1
source_mix,claude-opus-4-20250514,gemini-2.5-flash,-0.38940607854698844,-0.49793261227344854,-0.32837047462775565,1
source_mix,claude-opus-4-20250514,qwen3-235b-a22b-no-thinking,-0.2520531006681897,-0.27326750440959713,-0.23732487776789107,1
source_mix,claude-opus-4-20250514,mistral-medium-2505,-0.12079971851676746,-0.17151143391344664,-0.029711072632316867,1
source_mix,claude-opus-4-20250514,o3-2025-04-16,-0.5725896103662167,-0.6472766712456436,-0.5274810217107352,1
source_mix,claude-opus-4-20250514,claude-sonnet-4-20250514,0.2683972244076989,0.20137200268987554,0.3136312678439345,1
source_mix,claude-opus-4-20250514,chatgpt-4o-latest-20250326,-0.6307252497234079,-0.6655935484000076,-0.5973466826567589,1
source_mix,gemini-2.5-pro,gemini-2.5-flash,0.6155837898103979,0.5603351727305901,0.6534782908411833,1
source_mix,gemini-2.5-pro,qwen3-235b-a22b-no-thinking,0.7529367676891966,0.6899636897141601,0.8513588426472724,1
source_mix,gemini-2.5-pro,mistral-medium-2505,0.8841901498406189,0.7903135985555261,1.0434391973275843,1
source_mix,gemini-2.5-pro,o3-2025-04-16,0.43240025799116955,0.4048989794825814,0.472961418206245,1
source_mix,gemini-2.5-pro,claude-sonnet-4-20250514,1.273387092765085,1.2051495812791917,1.3629982618578045,1
source_mix,gemini-2.5-pro,chatgpt-4o-latest-20250326,0.3742646186339783,0.3279208697957078,0.4618694989684959,1
source_mix,gemini-2.5-flash,qwen3-235b-a22b-no-thinking,0.13735297787879874,0.08365340849219759,0.22872607472839884,1
source_mix,gemini-2.5-flash,mistral-medium-2505,0.268606360030221,0.156859040714309,0.45617049648836244,1
source_mix,gemini-2.5-flash,o3-2025-04-16,-0.18318353181922825,-0.21868031464360704,-0.11675609925754327,1
source_mix,gemini-2.5-flash,claude-sonnet-4-20250514,0.6578033029546875,0.6124918771665672,0.7423498161567206,1
source_mix,gemini-2.5-flash,chatgpt-4o-latest-20250326,-0.24131917117641954,-0.3008650434857018,-0.14057314149904926,1
source_mix,qwen3-235b-a22b-no-thinking,mistral-medium-2505,0.13125338215142218,0.07320563222211143,0.22930542020095487,1
source_mix,qwen3-235b-a22b-no-thinking,o3-2025-04-16,-0.320536509698027,-0.38746506707665895,-0.2760119628144282,1
source_mix,qwen3-235b-a22b-no-thinking,claude-sonnet-4-20250514,0.5204503250758885,0.4467099949504966,0.5797355114523243,1
source_mix,qwen3-235b-a22b-no-thinking,chatgpt-4o-latest-20250326,-0.3786721490552184,-0.40002414116249635,-0.3516802237192706,1
source_mix,mistral-medium-2505,o3-2025-04-16,-0.4517898918494492,-0.5853120637829268,-0.37097322227084345,1
source_mix,mistral-medium-2505,claude-sonnet-4-20250514,0.3891969429244664,0.24581507222455531,0.4616998366027334,1
source_mix,mistral-medium-2505,chatgpt-4o-latest-20250326,-0.5099255312066405,-0.5967436379874117,-0.45772408420001076,1
source_mix,o3-2025-04-16,claude-sonnet-4-20250514,0.8409868347739156,0.7549775925636729,0.9353098528844972,1
source_mix,o3-2025-04-16,chatgpt-4o-latest-20250326,-0.058135639357191314,-0.0919267834952114,0.00391311843609716,0
source_mix,claude-sonnet-4-20250514,chatgpt-4o-latest-20250326,-0.8991224741311069,-0.9626319129584656,-0.8153115886321108,1
balanced,claude-opus-4-20250514,gemini-2.5-pro,-1.2704115901075221,-1.5151115880265014,-1.0717241660607884,1
balanced,claude-opus-4-20250514,gemini-2.5-flash,-0.684948503313412,-0.9183675672398083,-0.5141397927354029,1
balanced,claude-opus-4-20250514,qwen3-235b-a22b-no-thinking,-0.2664596343002144,-0.29142348647191146,-0.23564107897545694,1
balanced,claude-opus-4-20250514,mistral-medium-2505,0.037292556355266036,-0.06398879830051199,0.14097224368748718,0
balanced,claude-opus-4-20250514,o3-2025-04-16,-0.7089429189571311,-0.8393470563829691,-0.594330714059658,1
balanced,claude-opus-4-20250514,claude-sonnet-4-20250514,0.07016644313382633,-0.18055957423319466,0.23210715632747292,0
balanced,claude-opus-4-20250514,chatgpt-4o-latest-20250326,-0.6781172315910138,-0.7797207073762371,-0.5913539085641725,1
balanced,gemini-2.5-pro,gemini-2.5-flash,0.5854630867941104,0.4965986925004356,0.6679649209367838,1
balanced,gemini-2.5-pro,qwen3-235b-a22b-no-thinking,1.0039519558073078,0.7998775450665212,1.2479827441179137,1
balanced,gemini-2.5-pro,mistral-medium-2505,1.3077041464627883,1.0852038332625376,1.5827012201339914,1
balanced,gemini-2.5-pro,o3-2025-04-16,0.5614686711503912,0.4430466728697761,0.7464777841569394,1
balanced,gemini-2.5-pro,claude-sonnet-4-20250514,1.3405780332413486,1.187759000849577,1.5033961871193162,1
balanced,gemini-2.5-pro,chatgpt-4o-latest-20250326,0.5922943585165086,0.4422854288671462,0.7593769874151959,1
balanced,gemini-2.5-flash,qwen3-235b-a22b-no-thinking,0.4184888690131975,0.2692247364782022,0.6382383916629657,1
balanced,gemini-2.5-flash,mistral-medium-2505,0.7222410596686779,0.49090883933974355,0.9867102927933414,1
balanced,gemini-2.5-flash,o3-2025-04-16,-0.023994415643719146,-0.14617038082000602,0.1684025210700009,0
balanced,gemini-2.5-flash,claude-sonnet-4-20250514,0.7551149464472382,0.6432897814743277,0.9188779255175541,1
balanced,gemini-2.5-flash,chatgpt-4o-latest-20250326,0.006831271722398122,-0.12007262381506938,0.15017415567789943,0
balanced,qwen3-235b-a22b-no-thinking,mistral-medium-2505,0.3037521906554804,0.20836644087441256,0.4052116559810752,1
balanced,qwen3-235b-a22b-no-thinking,o3-2025-04-16,-0.44248328465691655,-0.5652737914128672,-0.3258810527955277,1
balanced,qwen3-235b-a22b-no-thinking,claude-sonnet-4-20250514,0.3366260774340408,0.0728359018671913,0.5186062202407657,1
balanced,qwen3-235b-a22b-no-thinking,chatgpt-4o-latest-20250326,-0.4116575972907993,-0.5002387434571136,-0.3423411062234024,1
balanced,mistral-medium-2505,o3-2025-04-16,-0.746235475312397,-0.8730823504038143,-0.6038580792639402,1
