scenario,replicate,method,topk_precision,topk_recall,set_size,shortfall
misspecified_shift,25,ss_cbt,0.5,0.5,2.0,0.3333333333333333
misspecified_shift,26,marginal_bt,0.6666666666666666,0.6666666666666666,3.0,0.0
misspecified_shift,26,source_contextual_bt,0.6666666666666666,0.6666666666666666,3.0,0.0
misspecified_shift,26,fixed_target_contextual_bt,0.6666666666666666,0.6666666666666666,3.0,0.0
misspecified_shift,26,fixed_target_ci_certified_bt,0.0,0.0,1.0,0.6666666666666666
misspecified_shift,26,ss_cbt,0.6666666666666666,0.6666666666666666,3.0,0.0
misspecified_shift,27,marginal_bt,0.6666666666666666,0.6666666666666666,3.0,0.0
misspecified_shift,27,source_contextual_bt,0.6666666666666666,0.6666666666666666,3.0,0.0
misspecified_shift,27,fixed_target_contextual_bt,0.6666666666666666,0.6666666666666666,3.0,0.0
misspecified_shift,27,fixed_target_ci_certified_bt,0.0,0.0,0.0,1.0
misspecified_shift,27,ss_cbt,1.0,0.6666666666666666,2.0,0.3333333333333333
