mixture,model_i,model_j,fixed_contrast,robust_lower,robust_upper,stable_order
source_mix,Iga Swiatek,Aryna Sabalenka,-0.36281765571471486,-0.5221161630675413,-0.24726291384689,1
source_mix,Iga Swiatek,Coco Gauff,0.3002113936985847,0.26220284233057534,0.3417830050654328,1
source_mix,Iga Swiatek,Jessica Pegula,0.7030874242930514,0.482664829154546,0.9482307171767247,1
source_mix,Iga Swiatek,Daria Kasatkina,2.0337518144872897,1.9226055676943157,2.1162736013992753,1
source_mix,Iga Swiatek,Qinwen Zheng,1.2522688346192345,1.1900038994807793,1.3548281891191747,1
source_mix,Iga Swiatek,Beatriz Haddad Maia,1.388989646098042,1.3131968915825696,1.5058631695577722,1
source_mix,Iga Swiatek,Jasmine Paolini,1.83380118111015,1.703279257593297,2.016447466487581,1
source_mix,Iga Swiatek,Magda Linette,2.1183169294450392,1.9446621353962694,2.281411463530692,1
source_mix,Iga Swiatek,Leylah Fernandez,1.6631092187531322,1.5341208266006514,1.8491194322306117,1
source_mix,Iga Swiatek,Jelena Ostapenko,0.7558276216983644,0.667243837836536,0.8524754686014684,1
source_mix,Iga Swiatek,Liudmila Samsonova,0.6533206210140474,0.31534607911329127,0.9643215683631766,1
source_mix,Iga Swiatek,Elena Rybakina,0.7578901833356331,0.6801425546602365,0.8291595168132413,1
source_mix,Iga Swiatek,Ekaterina Alexandrova,1.3256455154781892,1.1392734116839516,1.5091825070754559,1
source_mix,Iga Swiatek,Maria Sakkari,1.4869741537540184,1.2550725214189808,1.7400034968439582,1
source_mix,Iga Swiatek,Caroline Garcia,2.199779635416924,1.9954879066379059,2.39729133921796,1
source_mix,Aryna Sabalenka,Coco Gauff,0.6630290494132995,0.5158792641753751,0.8439460321394765,1
source_mix,Aryna Sabalenka,Jessica Pegula,1.065905080007766,0.7621420462314872,1.3811227930362113,1
source_mix,Aryna Sabalenka,Daria Kasatkina,2.396569470202005,2.2779166794367716,2.516993721946119,1
source_mix,Aryna Sabalenka,Qinwen Zheng,1.6150864903339495,1.4372668133276694,1.8769443521867162,1
source_mix,Aryna Sabalenka,Beatriz Haddad Maia,1.751807301812757,1.6135487245383757,1.9878223297095952,1
source_mix,Aryna Sabalenka,Jasmine Paolini,2.196618836824865,2.0704443245615485,2.447868411168451,1
source_mix,Aryna Sabalenka,Magda Linette,2.481134585159754,2.2801875998114483,2.6905254950648656,1
source_mix,Aryna Sabalenka,Leylah Fernandez,2.0259268744678467,1.8914502605366308,2.2879801506153807,1
source_mix,Aryna Sabalenka,Jelena Ostapenko,1.1186452774130793,0.929022065157722,1.3294328786378662,1
source_mix,Aryna Sabalenka,Liudmila Samsonova,1.0161382767287623,0.7117111835302102,1.329898075269028,1
source_mix,Aryna Sabalenka,Elena Rybakina,1.120707839050348,1.0546950019384451,1.2461515726889092,1
source_mix,Aryna Sabalenka,Ekaterina Alexandrova,1.6884631711929041,1.4630989197691693,1.923260156446583,1
