mixture,model_i,model_j,fixed_contrast,robust_lower,robust_upper,stable_order
source_mix,Alexander Zverev,Jannik Sinner,-0.8541754270566932,-1.0899487642472243,-0.689667192879868,1
source_mix,Alexander Zverev,Taylor Fritz,-0.0029742268362082675,-0.07143867388277278,0.06549022021035626,0
source_mix,Alexander Zverev,Andrey Rublev,-0.8726758666781408,-1.2285458908717408,-0.5467583398097438,1
source_mix,Alexander Zverev,Daniil Medvedev,-0.7980821530470279,-1.0924264974602764,-0.6231481038266331,1
source_mix,Alexander Zverev,Carlos Alcaraz,-1.4971827351123714,-1.9195094899998206,-1.188136690619345,1
source_mix,Alexander Zverev,Alex De Minaur,0.09251027859427031,0.07134375168749696,0.11367680550104368,1
source_mix,Alexander Zverev,Stefanos Tsitsipas,0.01442539060465417,-0.05533323001671861,0.08418401122602695,0
source_mix,Alexander Zverev,Casper Ruud,0.20245958269357187,0.08846214763939975,0.31645701774774404,1
source_mix,Alexander Zverev,Holger Rune,0.6663356301404674,0.5164896073089215,0.7934316529544455,1
source_mix,Alexander Zverev,Tommy Paul,-0.21426286659339172,-0.25969198087376816,-0.15781589267264176,1
source_mix,Alexander Zverev,Lorenzo Musetti,1.4156095223276317,1.2558032043978005,1.5669875549309162,1
source_mix,Alexander Zverev,Francisco Cerundolo,0.038112093308897796,-0.12258344854148678,0.19880763515928243,0
source_mix,Alexander Zverev,Hubert Hurkacz,0.8601945162711436,0.5824674467688971,1.0795111872499648,1
source_mix,Alexander Zverev,Grigor Dimitrov,0.10344367717013792,-0.05122703829662581,0.2581143926369016,0
source_mix,Alexander Zverev,Tallon Griekspoor,0.6406383203263976,0.33825727820162116,0.8589916458143848,1
source_mix,Jannik Sinner,Taylor Fritz,0.8512012002204851,0.7402585477830839,1.0483078209787327,1
source_mix,Jannik Sinner,Andrey Rublev,-0.01850043962144743,-0.4077086003277606,0.37070772108486566,0
source_mix,Jannik Sinner,Daniil Medvedev,0.056093274009665475,-0.04599673821022167,0.12599796868739818,0
source_mix,Jannik Sinner,Carlos Alcaraz,-0.6430073080556781,-0.9371406647440071,-0.351436397080652,1
source_mix,Jannik Sinner,Alex De Minaur,0.9466857056509638,0.7948223659274433,1.1783357808416586,1
source_mix,Jannik Sinner,Stefanos Tsitsipas,0.8686008176613473,0.6439466096126492,1.1549074819742517,1
source_mix,Jannik Sinner,Casper Ruud,1.0566350097502653,0.7938038245689527,1.3750568138955985,1
source_mix,Jannik Sinner,Holger Rune,1.520511057197161,1.3185578326594896,1.7268283523129733,1
source_mix,Jannik Sinner,Tommy Paul,0.6399125604633016,0.42997521200609984,0.9321328715745827,1
source_mix,Jannik Sinner,Lorenzo Musetti,2.269784949384325,2.031240346574893,2.5106812765633313,1
source_mix,Jannik Sinner,Francisco Cerundolo,0.8922875203655911,0.589865297569507,1.2431932929442557,1
source_mix,Jannik Sinner,Hubert Hurkacz,1.7143699433278368,1.6467068020355602,1.7820330846201133,1
source_mix,Jannik Sinner,Grigor Dimitrov,0.9576191042268312,0.8474648678278028,1.1164999927212436,1
source_mix,Jannik Sinner,Tallon Griekspoor,1.494813747383091,1.4282060424488456,1.548658838694253,1
source_mix,Taylor Fritz,Andrey Rublev,-0.8697016398419326,-1.2658963000436245,-0.4893895714462072,1
source_mix,Taylor Fritz,Daniil Medvedev,-0.7951079262108196,-1.0657159726379186,-0.653333556487758,1
source_mix,Taylor Fritz,Carlos Alcaraz,-1.4942085082761631,-1.9568598991717043,-1.1307679222558082,1
source_mix,Taylor Fritz,Alex De Minaur,0.0954845054304786,0.048186585290687464,0.1427824255702697,1
source_mix,Taylor Fritz,Stefanos Tsitsipas,0.017399617440862422,-0.12082345022707486,0.1556226851087997,0
source_mix,Taylor Fritz,Casper Ruud,0.20543380952978013,0.02297192742904347,0.38789569163051674,1
source_mix,Taylor Fritz,Holger Rune,0.6693098569766758,0.4791391981370378,0.850800421317982,1
source_mix,Taylor Fritz,Tommy Paul,-0.21128863975718346,-0.31416434144375094,-0.10841293807061597,1
source_mix,Taylor Fritz,Lorenzo Musetti,1.41858374916384,1.2071695548405375,1.6299979434871423,1
source_mix,Taylor Fritz,Francisco Cerundolo,0.04108632014510612,-0.18807366875184306,0.2702463090420552,0
source_mix,Taylor Fritz,Hubert Hurkacz,0.8631687431073518,0.6241083900373886,1.0289198323467488,1
source_mix,Taylor Fritz,Grigor Dimitrov,0.10641790400634618,-0.002680349260834658,0.2040701648500362,0
source_mix,Taylor Fritz,Tallon Griekspoor,0.6436125471626057,0.379898221470113,0.808400290911169,1
source_mix,Andrey Rublev,Daniil Medvedev,0.07459371363111296,-0.27689506993962193,0.4260824972018478,0
source_mix,Andrey Rublev,Carlos Alcaraz,-0.6245068684342305,-0.8065697246241168,-0.4833755926169924,1
source_mix,Andrey Rublev,Alex De Minaur,0.9651861452724111,0.6185364689672236,1.3413539414328186,1
source_mix,Andrey Rublev,Stefanos Tsitsipas,0.8871012572827948,0.6110386344592028,1.2130200940081575,1
